+------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|start_time|finish_tim|          queue_name|exec_hostn|num_exec_p| num_slots|job_exit_s|    application_name|job_i|job_pend_t|job_run_ti|job_mem_us|job_swap_u|job_cpu_ti|
|    313001|    338001|           fss_short|  chas1590|1.0000000*|         1|      DONE|           fss_short| 1027|         0|     25000|     68384|    501564|15.000000*|
|    295001|    338001|              caldrc|  phas2222|4.0000000*|         4|      DONE|              caldrc|  941|         0|     43000|    250725|   5158796|2.0000000*|
|    314001|    339001|              icc_mt|  chas1712|4.0000000*|         4|      DONE|              icc_mt| 1039|         0|     25000|    133355|    927596|14.000000*|
|    204001|    340001|     star-rcxt_short|  phas3355|1.0000000*|         1|      DONE|     star-rcxt_short|  656|         0|    136000|    138295|    908188|46.000000*|
|    331001|    340001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 1103|         0|      9000|     15441|     33852|0.0000000*|
|    331001|    341001|       fsspice_short|  phas1902|1.0000000*|         1|      DONE|       fsspice_short| 1106|         0|     10000|    100050|    600412|4.0000000*|
|    331001|    343001|                 gui|  phas3029|1.0000000*|         1|      DONE|                icfb| 1104|         0|     12000|     76457|    541428|0.0000000*|
|    244001|    344001|       spectre_short|  chas2473|2.0000000*|         2|      DONE|       spectre_short|  814|         0|    100000|    548456|   1656724|12.000000*|
|    204001|    344001|     star-rcxt_short|  phas3300|1.0000000*|         1|      DONE|     star-rcxt_short|  657|         0|    140000|    272318|   1210616|47.000000*|
|    335001|    344001|           fss_short|  chas1602|1.0000000*|         1|      DONE|           fss_short| 1114|         0|      9000|    102577|    563992|3.0000000*|
|    335001|    344001|              caldrc|  phas2224|1.0000000*|         1|      DONE|              caldrc| 1119|         0|      9000|         0|         0|0.0000000*|
|    205001|    345001|     star-rcxt_short|  phas1148|1.0000000*|         1|      DONE|     star-rcxt_short|  666|         0|    140000|    276494|   1412332|47.000000*|
|    336001|    345001|              caldrc|  phas2223|1.0000000*|         1|      DONE|              caldrc| 1132|         0|      9000|         0|         0|0.0000000*|
|    336001|    345001|              caldrc|  phas2225|1.0000000*|         1|      DONE|              caldrc| 1131|         0|      9000|         0|         0|0.0000000*|
|    120001|    345001|  verilog_regression|  chas3117|1.0000000*|         1|      DONE|  verilog_regression|  439|         0|    225000|    878332| 103899760|220.00000*|
|    335001|    345001|       fsspice_short|  chas1656|1.0000000*|         1|      DONE|       fsspice_short| 1127|         0|     10000|    100149|    600416|4.0000000*|
|    335001|    345001|       fsspice_short|  chas2645|1.0000000*|         1|      DONE|       fsspice_short| 1125|         0|     10000|     16191|    394596|4.0000000*|
|    337001|    347001|       fsspice_short|  chas2657|1.0000000*|         1|      DONE|       fsspice_short| 1137|         0|     10000|    105109|    603788|4.0000000*|
|    331001|    347001|     primetime_short|  phas3347|4.0000000*|         4|      DONE|     primetime_short| 1100|         0|     16000|    146646|   2896872|5.0000000*|
|     35001|    349001|        hspice_short|  phas2970|2.0000000*|         2|      DONE|        hspice_short|  124|         0|    314000|    218041|    587080|567.00000*|
|    240001|    351001|               fsrmt|  phas2227|1.0000000*|         1|      DONE|               fsrmt|  762|         0|    111000|    377985|    854172|106.00000*|
|    240001|    351001|               fsrmt|  phas2232|1.0000000*|         1|      DONE|               fsrmt|  761|         0|    111000|    373563|    845752|97.0000000|
|    242001|    351001|               fsrmt|  phas2228|1.0000000*|         1|      DONE|               fsrmt|  798|         0|    109000|    387284|    854168|102.00000*|
|    223001|    354001|     star-rcxt_short|  phas0710|1.0000000*|         1|      DONE|     star-rcxt_short|  689|         0|    131000|    287693|   1271720|48.000000*|
|    223001|    354001|     star-rcxt_short|  phas0775|1.0000000*|         1|      DONE|     star-rcxt_short|  690|         0|    131000|    287129|   1218164|47.000000*|
|    279001|    355001|           star-rcxt|  phas0817|2.0000000*|         2|      DONE|           star-rcxt|  894|         0|     76000|   1141025|   2476536|33.000000*|
|    279001|    355001|           perf_long|  chas1810|1.0000000*|         1|      DONE|                perf|  889|         0|     76000|   1503903|   2111536|68.000000*|
|    242001|    355001|               fsrmt|  phas2230|1.0000000*|         1|      DONE|               fsrmt|  795|         0|    113000|    371772|    835744|111.00000*|
|    244001|    355001|       spectre_short|  chas1629|2.0000000*|         2|      DONE|       spectre_short|  816|         0|    111000|    459782|   1673060|8.0000000*|
|    205001|    355001|     star-rcxt_short|  phas3337|1.0000000*|         1|      DONE|     star-rcxt_short|  667|         0|    150000|    285172|   1756140|47.000000*|
|    223001|    355001|     star-rcxt_short|  dhas0296|1.0000000*|         1|      DONE|     star-rcxt_short|  694|         0|    132000|    277952|   1172220|49.000000*|
|     53001|    355001|        hspice_short|  phas2963|2.0000000*|         2|      DONE|        hspice_short|  195|         0|    302000|    211266|    587064|595.00000*|
|    225001|    356001|     star-rcxt_short|  phas3372|1.0000000*|         1|      DONE|     star-rcxt_short|  709|         0|    131000|   2568516|   3676968|46.000000*|
|    346001|    356001|       fsspice_short|  chas1658|1.0000000*|         1|      DONE|       fsspice_short| 1139|         0|     10000|    102699|    624532|4.0000000*|
|    314001|    356001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 1041|         0|     42000|     69534|    507088|3.0000000*|
|    242001|    357001|               fsrmt|  phas2232|1.0000000*|         1|      DONE|               fsrmt|  799|         0|    115000|    367071|    833472|114.00000*|
|    246001|    357001|       verilog_short|  phas2652|1.0000000*|         1|      DONE|       verilog_short|  826|         0|    111000|    873738|    990728|106.00000*|
|    204001|    358001|     star-rcxt_short|  phas3297|1.0000000*|         1|      DONE|     star-rcxt_short|  658|         0|    154000|    274834|   1217900|51.000000*|
|    242001|    359001|               fsrmt|  phas2232|1.0000000*|         1|      DONE|               fsrmt|  796|         0|    117000|    367895|    830396|115.00000*|
|    241001|    359001|               fsrmt|  phas2229|1.0000000*|         1|      DONE|               fsrmt|  782|         0|    118000|    362101|    829596|117.00000*|
|    350001|    359001|                 gtb|  chas1526|1.0000000*|         1|      DONE|                 gtb| 1170|         0|      9000|     15835|     33844|0.0000000*|
|    350001|    359001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 1169|         0|      9000|     16270|    139924|0.0000000*|
|    330001|    359001|               fspro|  chas2753|1.0000000*|         1|      DONE|               fspro| 1091|         0|     29000|    133962|    635908|16.000000*|
|    156001|    359001|             calview|  phas3984|1.0000000*|         1|      DONE|             calview|  520|         0|    203000|   4816492|   6927200|153.00000*|
|    241001|    360001|               fsrmt|  phas2233|1.0000000*|         1|      DONE|               fsrmt|  783|         0|    119000|    360188|    830400|118.00000*|
|    241001|    360001|               fsrmt|  phas2231|1.0000000*|         1|      DONE|               fsrmt|  784|         0|    119000|    360629|    829596|118.00000*|
|    223001|    360001|     star-rcxt_short|  dhas0294|1.0000000*|         1|      DONE|     star-rcxt_short|  695|         0|    137000|    109280|    831300|49.000000*|
|    351001|    360001|       fsspice_short|  chas1651|1.0000000*|         1|      DONE|       fsspice_short| 1177|         0|      9000|    102380|    621296|4.0000000*|
|    350001|    360001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 1166|         0|     10000|     27634|    411424|0.0000000*|
|    350001|    360001|       fsspice_short|  chas1664|1.0000000*|         1|      DONE|       fsspice_short| 1175|         0|     10000|    100491|    595876|4.0000000*|
|    350001|    360001|       fsspice_short|  phas1827|1.0000000*|         1|      DONE|       fsspice_short| 1173|         0|     10000|    102787|    624372|4.0000000*|
|    350001|    360001|                 gtb|  chas1526|1.0000000*|         1|      DONE|                 gtb| 1165|         0|     10000|     15839|     33852|0.0000000*|
|    331001|    360001|              hs_med|  phas2959|2.0000000*|         2|      DONE|              hs_med| 1094|         0|     29000|    187189|    610808|47.000000*|
|    241001|    361001|               fsrmt|  phas2228|1.0000000*|         1|      DONE|               fsrmt|  785|         0|    120000|    367464|    829600|118.00000*|
|    350001|    361001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 1168|         0|     11000|     15434|     33848|0.0000000*|
|    350001|    361001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 1167|         0|     11000|     15924|     33856|0.0000000*|
|    268001|    362001|           fss_short|  chas1602|1.0000000*|         1|      DONE|           fss_short|  864|         0|     94000|    173357|    664652|82.000000*|
|    353001|    362001|       fsspice_short|  chas2879|1.0000000*|         1|      DONE|       fsspice_short| 1183|         0|      9000|    102561|    624368|4.0000000*|
|    353001|    364001|       verilog_debug|  phas2657|1.0000000*|         1|      DONE|verilog_regression_debug| 1184|         0|     11000|     54363|    345296|2.0000000*|
|    125001|    364001|              fss_cm|  chas1656|1.0000000*|         1|      DONE|              fss_cm|  454|         0|    239000|    781076|   1290240|236.00000*|
|    335001|    364001|               fspro|  chas2726|1.0000000*|         1|      DONE|               fspro| 1126|         0|     29000|    270059|    767516|16.000000*|
|     76001|    366001|              fss_cm|  chas1664|1.0000000*|         1|      DONE|              fss_cm|  336|         0|    290000|    999953|   1501124|285.00000*|
|    279001|    366001|              hs_med|  phas2982|2.0000000*|         2|      DONE|              hs_med|  883|         0|     87000|    498110|    918416|84.000000*|
|     84001|    367001|        hspice_short|  phas2966|2.0000000*|         2|      DONE|        hspice_short|  344|         0|    283000|    215604|    587064|558.00000*|
|    240001|    368001|               fsrmt|  phas2228|1.0000000*|         1|      DONE|               fsrmt|  770|         0|    128000|    357854|    829596|117.00000*|
|    240001|    368001|               fsrmt|  phas2233|1.0000000*|         1|      DONE|               fsrmt|  772|         0|    128000|    356667|    830400|119.00000*|
|    186001|    368001|              fss_cm|  chas2855|1.0000000*|         1|      DONE|              fss_cm|  621|         0|    182000|    649306|   1163960|177.00000*|
|    240001|    368001|               fsrmt|  phas2227|1.0000000*|         1|      DONE|               fsrmt|  771|         0|    128000|    355269|    829596|119.00000*|
|    240001|    368001|               fsrmt|  phas2230|1.0000000*|         1|      DONE|               fsrmt|  766|         0|    128000|    358592|    829592|118.00000*|
|    240001|    368001|               fsrmt|  phas2233|1.0000000*|         1|      DONE|               fsrmt|  767|         0|    128000|    357932|    830400|118.00000*|
|    240001|    368001|               fsrmt|  phas2229|1.0000000*|         1|      DONE|               fsrmt|  768|         0|    128000|    361050|    829600|119.00000*|
|    240001|    368001|               fsrmt|  phas2234|1.0000000*|         1|      DONE|               fsrmt|  764|         0|    128000|    362560|    833476|118.00000*|
|    240001|    368001|               fsrmt|  phas2235|1.0000000*|         1|      DONE|               fsrmt|  763|         0|    128000|    374613|    848824|116.00000*|
|    240001|    368001|               fsrmt|  phas2231|1.0000000*|         1|      DONE|               fsrmt|  765|         0|    128000|    362685|    829600|119.00000*|
|    240001|    368001|               fsrmt|  phas2228|1.0000000*|         1|      DONE|               fsrmt|  769|         0|    128000|    360180|    829588|119.00000*|
|    241001|    369001|               fsrmt|  phas2232|1.0000000*|         1|      DONE|               fsrmt|  781|         0|    128000|    358631|    830392|118.00000*|
|    241001|    369001|               fsrmt|  phas2235|1.0000000*|         1|      DONE|               fsrmt|  780|         0|    128000|    355928|    830388|119.00000*|
|    241001|    369001|               fsrmt|  phas2229|1.0000000*|         1|      DONE|               fsrmt|  778|         0|    128000|    356018|    829596|119.00000*|
|    241001|    369001|               fsrmt|  phas2234|1.0000000*|         1|      DONE|               fsrmt|  776|         0|    128000|    356705|    830400|120.00000*|
|    241001|    369001|               fsrmt|  phas2231|1.0000000*|         1|      DONE|               fsrmt|  777|         0|    128000|    364264|    829600|119.00000*|
|    241001|    369001|               fsrmt|  phas2230|1.0000000*|         1|      DONE|               fsrmt|  779|         0|    128000|    364199|    829600|119.00000*|
|    241001|    371001|               fsrmt|  phas2235|1.0000000*|         1|      DONE|               fsrmt|  787|         0|    130000|    359271|    830400|120.00000*|
|    241001|    371001|               fsrmt|  phas2234|1.0000000*|         1|      DONE|               fsrmt|  786|         0|    130000|    358936|    830400|120.00000*|
|      3001|    371001|       fsspice_short|  chas2501|1.0000000*|         1|      DONE|       fsspice_short|    9|         0|    368000|    706215|   1522356|358.00000*|
|    362001|    371001|       fsspice_short|  chas2658|1.0000000*|         1|      DONE|       fsspice_short| 1204|         0|      9000|    102310|    621296|4.0000000*|
|    363001|    372001|       fsspice_short|  chas1657|1.0000000*|         1|      DONE|       fsspice_short| 1207|         0|      9000|    102284|    621296|4.0000000*|
|    362001|    372001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 1202|         0|     10000|     15935|     33852|0.0000000*|
|    223001|    372001|     star-rcxt_short|  phas0714|1.0000000*|         1|      DONE|     star-rcxt_short|  691|         0|    149000|    102715|   1769592|47.000000*|
|    223001|    372001|     star-rcxt_short|  dhas0314|1.0000000*|         1|      DONE|     star-rcxt_short|  696|         0|    149000|    101260|    834684|50.000000*|
|    363001|    372001|       fsspice_short|  chas2671|1.0000000*|         1|      DONE|       fsspice_short| 1206|         0|      9000|    100073|    600412|4.0000000*|
|    362001|    373001|              caldrc|  phas2222|4.0000000*|         4|      DONE|              caldrc| 1198|         0|     11000|    103510|   4389356|0.0000000*|
|    364001|    374001|          userdefine|  phas2999|1.0000000*|         1|      DONE|                   -| 1213|         0|     10000|         0|         0|0.0000000*|
|    346001|    374001|               fspro|  chas2520|1.0000000*|         1|      DONE|               fspro| 1140|         0|     28000|    282595|    778904|17.000000*|
|    204001|    375001|     star-rcxt_short|  dhas0304|1.0000000*|         1|      DONE|     star-rcxt_short|  660|         0|    171000|    279658|   1172436|52.000000*|
|    364001|    375001|       fsspice_short|  chas1658|1.0000000*|         1|      DONE|       fsspice_short| 1216|         0|     11000|    105003|    624372|4.0000000*|
|    365001|    376001|       fsspice_short|  chas1664|1.0000000*|         1|      DONE|       fsspice_short| 1223|         0|     11000|    102635|    624368|4.0000000*|
|    365001|    376001|       fsspice_short|  chas2628|1.0000000*|         1|      DONE|       fsspice_short| 1221|         0|     11000|    102501|    621296|4.0000000*|
|    362001|    376001|           fss_short|  chas1590|1.0000000*|         1|      DONE|           fss_short| 1196|         0|     14000|    131366|    893108|12.000000*|
|    362001|    376001|              caletc|  chas1575|1.0000000*|         1|      DONE|              caletc| 1186|         0|     14000|     57563|    634108|0.0000000*|
|     53001|    376001|       fsspice_short|  chas1613|1.0000000*|         1|      DONE|       fsspice_short|  212|         0|    323000|    688069|   1500948|320.00000*|
|     37001|    377001|       fsspice_short|  chas1646|1.0000000*|         1|      DONE|       fsspice_short|  128|         0|    340000|    682955|   1492644|335.00000*|
|    350001|    377001|           fss_short|  chas1594|1.0000000*|         1|      DONE|           fss_short| 1158|         0|     27000|     59696|    498492|13.000000*|
|    369001|    377001|                 sis|  phas2951|1.0000000*|         1|      DONE|                 sis| 1247|         0|      8000|     70335|    806884|1.0000000*|
|    350001|    377001|               plong|  dhas0294|1.0000000*|         1|      DONE|               totem| 1163|         0|     27000|     26249|    321300|1.0000000*|
|    367001|    378001|       fsspice_short|  chas2685|1.0000000*|         1|      DONE|       fsspice_short| 1233|         0|     11000|     94972|    625332|4.0000000*|
|    350001|    378001|               fspro|  chas2701|1.0000000*|         1|      DONE|               fspro| 1174|         0|     28000|    296839|    794268|16.000000*|
|    368001|    379001|       fsspice_short|  chas2763|1.0000000*|         1|      DONE|       fsspice_short| 1241|         0|     11000|    100070|    600412|4.0000000*|
|    282001|    379001|           fss_short|  chas1658|1.0000000*|         1|      DONE|           fss_short|  915|         0|     97000|    150299|    655224|93.0000000|
|     49001|    380001|        hspice_short|  phas2983|2.0000000*|         2|      DONE|        hspice_short|  156|         0|    331000|    215838|    587068|609.00000*|
|    183001|    380001|       verilog_short|  phas2657|1.0000000*|         1|      DONE|       verilog_short|  596|         0|    197000|   1976919|   2389332|140.00000*|
|     53001|    383001|       fsspice_short|  chas2514|1.0000000*|         1|      DONE|       fsspice_short|  193|         0|    330000|    690146|   1499964|326.00000*|
|    319001|    384001|  verilog_regression|  phas2657|1.0000000*|         1|      DONE|  verilog_regression| 1069|         0|     65000|   4494811|   4852568|44.000000*|
|    380001|    386001|                 gtb|  chas1527|1.0000000*|         1|      DONE|                 gtb| 1266|         0|      6000|     15430|     33848|0.0000000*|
|     32001|    389001|       fsspice_short|  chas2487|1.0000000*|         1|      DONE|       fsspice_short|   90|         0|    357000|    722004|   1531536|354.00000*|
|    380001|    389001|                 gtb|  chas1526|1.0000000*|         1|      DONE|                 gtb| 1268|         0|      9000|     15839|     33852|0.0000000*|
|    362001|    390001|               fspro|  chas1622|1.0000000*|         1|      DONE|               fspro| 1187|         0|     28000|    299031|    797332|18.000000*|
|    362001|    390001|              icc_mt|  chas1712|4.0000000*|         4|      DONE|              icc_mt| 1191|         0|     28000|    131599|    927592|16.000000*|
|    380001|    390001|                 gtb|  chas1528|1.0000000*|         1|      DONE|                 gtb| 1267|         0|     10000|     15924|     33856|0.0000000*|
|     90001|    390001|        hspice_short|  phas2972|2.0000000*|         2|      DONE|        hspice_short|  376|         0|    300000|    215838|    587084|578.00000*|
|    225001|    391001|     star-rcxt_short|  phas0693|1.0000000*|         1|      DONE|     star-rcxt_short|  710|         0|    166000|   3336382|   4783884|53.000000*|
|    380001|    391001|                 gtb|  chas1526|1.0000000*|         1|      DONE|                 gtb| 1269|         0|     11000|     15839|     33852|0.0000000*|
|    247001|    392001|     star-rcxt_short|  phas0697|1.0000000*|         1|      DONE|     star-rcxt_short|  829|         0|    145000|    271345|   1806880|49.000000*|
|     86001|    392001|        hspice_short|  phas2977|2.0000000*|         2|      DONE|        hspice_short|  362|         0|    306000|    211982|    587060|602.00000*|
|    226001|    393001|  verilog_regression|  phas2662|1.0000000*|         1|      DONE|  verilog_regression|  719|         0|    167000|    635943|    962232|158.00000*|
|    365001|    393001|               fspro|  chas2721|1.0000000*|         1|      DONE|               fspro| 1222|         0|     28000|    128616|    626176|16.000000*|
|    380001|    393001|           fss_short|  chas1589|1.0000000*|         1|      DONE|           fss_short| 1262|         0|     13000|    152150|    907392|11.000000*|
|    118001|    393001|                 gui|  phas3039|1.0000000*|         1|      DONE|           maskcheck|  431|         0|    275000|     67526|   1073648|0.0000000*|
|    103001|    393001|        hspice_short|  phas2969|2.0000000*|         2|      DONE|        hspice_short|  400|         0|    290000|    215949|    587080|570.00000*|
|    367001|    395001|  verilog_regression|  phas2663|1.0000000*|         1|      DONE|  verilog_regression| 1234|         0|     28000|     16156|    259280|16.000000*|
|    368001|    396001|               fspro|  chas2833|1.0000000*|         1|      DONE|               fspro| 1242|         0|     28000|     44882|    527668|17.000000*|
|    226001|    399001|       fsspice_short|  chas2469|1.0000000*|         1|      DONE|       fsspice_short|  714|         0|    173000|    692712|   1498900|164.00000*|
|    268001|    399001|     star-rcxt_short|  phas0657|1.0000000*|         1|      DONE|     star-rcxt_short|  865|         0|    131000|     69154|   1261140|47.000000*|
|    136001|    399001|              fss_cm|  chas2789|1.0000000*|         1|      DONE|              fss_cm|  476|         0|    263000|    857816|   1371912|249.00000*|
|    205001|    400001|       fsspice_short|  chas2515|1.0000000*|         1|      DONE|       fsspice_short|  668|         0|    195000|    686153|   1492760|184.00000*|
|    268001|    401001|     star-rcxt_short|  phas1232|1.0000000*|         1|      DONE|     star-rcxt_short|  866|         0|    133000|    291280|   1275308|55.000000*|
|    240001|    402001|     star-rcxt_short|  phas0779|1.0000000*|         1|      DONE|     star-rcxt_short|  758|         0|    162000|    720256|   2488276|48.000000*|
|    362001|    407001|          verilog_vm|  chas2934|1.0000000*|         1|      DONE|          verilog_vm| 1201|         0|     45000|     18088|    502552|81.000000*|
|    397001|    407001|        lcalwb_model|  phas3270|1.0000000*|         1|      DONE|                   -| 1289|         0|     10000|     15438|     35452|0.0000000*|
|    397001|    407001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 1294|         0|     10000|     49375|    472380|1.0000000*|
|    397001|    407001|               plong|  phas0775|1.0000000*|         1|      DONE|               cosim| 1299|         0|     10000|         0|         0|0.0000000*|
|    380001|    408001|               fspro|  chas2510|1.0000000*|         1|      DONE|               fspro| 1253|         0|     28000|    265955|    764440|16.000000*|
|    313001|    408001|              hs_med|  phas2962|2.0000000*|         2|      DONE|              hs_med| 1021|         0|     95000|    491499|    918508|91.0000000|
|    239001|    409001|  verilog_regression|  phas2646|1.0000000*|         1|      DONE|  verilog_regression|  744|         0|    170000|    630944|    962032|163.00000*|
|    400001|    409001|               plong|  phas0692|1.0000000*|         1|      DONE|               cosim| 1316|         0|      9000|         0|         0|0.0000000*|
|    331001|    409001|              caldrc|  phas2221|1.0000000*|         1|      DONE|              caldrc| 1101|         0|     78000|    123481|    352900|67.000000*|
|    315001|    409001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 1044|         0|     94000|    117543|    563360|67.000000*|
|    400001|    410001|               plong|  dhas0310|1.0000000*|         1|      DONE|               cosim| 1314|         0|     10000|         0|         0|0.0000000*|
|    382001|    410001|               fspro|  chas2789|1.0000000*|         1|      DONE|               fspro| 1272|         0|     28000|    270042|    767508|18.000000*|
|    314001|    410001|                long|  chas1791|1.0000000*|         1|      DONE|         powerartist| 1040|         0|     96000|   2516683|   3154844|84.000000*|
|    279001|    410001|     star-rcxt_short|  phas0697|1.0000000*|         1|      DONE|     star-rcxt_short|  895|         0|    131000|    271657|   1213276|48.000000*|
|    384001|    411001|               fspro|  chas1668|1.0000000*|         1|      DONE|               fspro| 1283|         0|     27000|    160531|    659968|16.000000*|
|    397001|    411001|           fss_short|  chas1590|1.0000000*|         1|      DONE|           fss_short| 1297|         0|     14000|    129426|    892116|12.000000*|
|    380001|    412001|            hs_short|  phas2980|2.0000000*|         2|      DONE|            hs_short| 1260|         0|     32000|    156915|    585596|3.0000000*|
|    331001|    412001|           fss_short|  chas1601|1.0000000*|         1|      DONE|           fss_short| 1098|         0|     81000|    151942|    924576|77.000000*|
|    246001|    413001|     star-rcxt_short|  phas3306|1.0000000*|         1|      DONE|     star-rcxt_short|  823|         0|    167000|    273795|   1217640|55.000000*|
|    302001|    413001|           sischarac|  phas3403|1.0000000*|         1|      DONE|                   -|  996|         0|    111000|     91310|    793432|1.0000000*|
|    402001|    413001|               plong|  phas1239|1.0000000*|         1|      DONE|               cosim| 1319|         0|     11000|         0|         0|0.0000000*|
|    335001|    413001|           perf_long|  phas2943|1.0000000*|         1|      DONE|                perf| 1110|         0|     78000|   1605174|   2217932|70.000000*|
|    303001|    413001|           sischarac|  phas3428|1.0000000*|         1|      DONE|                   -| 1003|         0|    110000|    100310|    793428|1.0000000*|
|    302001|    413001|           sischarac|  phas3403|1.0000000*|         1|      DONE|                   -|  995|         0|    111000|     91302|    793428|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  984|         0|    112000|     88274|    793424|1.0000000*|
|    302001|    413001|           sischarac|  phas3404|1.0000000*|         1|      DONE|                   -|  999|         0|    111000|     88975|    793424|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  983|         0|    112000|     88263|    793420|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  988|         0|    112000|     88262|    793432|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  986|         0|    112000|     88258|    793424|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  985|         0|    112000|     88258|    793420|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  987|         0|    112000|     88266|    793424|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  990|         0|    112000|     88266|    793424|1.0000000*|
|    301001|    413001|           sischarac|  phas3441|1.0000000*|         1|      DONE|                   -|  989|         0|    112000|     88258|    793428|1.0000000*|
|    303001|    414001|           sischarac|  phas3404|1.0000000*|         1|      DONE|                   -| 1002|         0|    111000|     88987|    793428|1.0000000*|
|    303001|    414001|           sischarac|  phas3404|1.0000000*|         1|      DONE|                   -| 1001|         0|    111000|     88991|    793428|1.0000000*|
|    303001|    414001|           sischarac|  phas3404|1.0000000*|         1|      DONE|                   -| 1000|         0|    111000|     88979|    793428|1.0000000*|
|    300001|    414001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -|  978|         0|    114000|    133233|   1067784|3.0000000*|
|    300001|    414001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -|  977|         0|    114000|    133893|   1068948|3.0000000*|
|    300001|    414001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -|  976|         0|    114000|    134626|   1068580|3.0000000*|
|    300001|    414001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -|  975|         0|    114000|    134187|   1068956|3.0000000*|
|    298001|    414001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -|  955|         0|    116000|    138403|   1067408|3.0000000*|
|    298001|    414001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -|  954|         0|    116000|    135139|   1067412|3.0000000*|
|    298001|    414001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -|  953|         0|    116000|    135299|   1068576|3.0000000*|
|    298001|    414001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -|  956|         0|    116000|    137243|   1067280|3.0000000*|
|    142001|    415001|        hspice_short|  phas2990|2.0000000*|         2|      DONE|        hspice_short|  497|         0|    273000|    222555|    587076|529.00000*|
|    364001|    415001|                 gui|  phas3065|1.0000000*|         1|      DONE|               novas| 1215|         0|     51000|    132363|    909792|3.0000000*|
|    300001|    415001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -|  970|         0|    115000|    131206|   1067660|3.0000000*|
|    300001|    415001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -|  969|         0|    115000|    131329|   1067660|3.0000000*|
|    300001|    415001|           sischarac|  phas3436|1.0000000*|         1|      DONE|                   -|  974|         0|    115000|    131664|   1067660|3.0000000*|
|    300001|    415001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -|  972|         0|    115000|    128238|   1067644|3.0000000*|
|    300001|    415001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -|  971|         0|    115000|    132778|   1067652|3.0000000*|
|    300001|    415001|           sischarac|  phas3414|1.0000000*|         1|      DONE|                   -|  973|         0|    115000|    127366|   1067660|3.0000000*|
|    299001|    415001|           sischarac|  phas3437|1.0000000*|         1|      DONE|                   -|  964|         0|    116000|    129738|   1067652|3.0000000*|
|    400001|    416001|           fss_short|  chas1594|1.0000000*|         1|      DONE|           fss_short| 1310|         0|     16000|     91206|    524420|13.000000*|
|    380001|    416001|            hs_short|  phas2968|2.0000000*|         2|      DONE|            hs_short| 1259|         0|     36000|     59496|    483872|4.0000000*|
|    285001|    417001|           sischarac|  phas3402|1.0000000*|         1|      DONE|                   -|  925|         0|    132000|    262055|   1223516|64.000000*|
|    240001|    418001|     star-rcxt_short|  phas3297|1.0000000*|         1|      DONE|     star-rcxt_short|  759|         0|    178000|    277436|   1217292|53.000000*|
|    224001|    419001|       fsspice_short|  chas2523|1.0000000*|         1|      DONE|       fsspice_short|  705|         0|    195000|    742114|   1556244|191.00000*|
|     16001|    420001|       fsspice_short|  chas2526|1.0000000*|         1|      DONE|       fsspice_short|   57|         0|    404000|    690927|   1496724|359.00000*|
|    121001|    421001|        hspice_short|  phas2962|2.0000000*|         2|      DONE|        hspice_short|  441|         0|    300000|    210941|    587088|580.00000*|
|    204001|    422001|        railadvisor2|  phas0006|1.0000000*|         1|      DONE|        railadvisor2|  661|         0|    218000|   8704662|   9202640|190.00000*|
|    397001|    422001|               fspro|  chas1665|1.0000000*|         1|      DONE|               fspro| 1290|         0|     25000|    302896|    803480|17.000000*|
|    379001|    422001|       verilog_short|  phas2648|1.0000000*|         1|      DONE|       verilog_short| 1252|         0|     43000|     31970|     94180|1.0000000*|
